medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_brooklyn, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 23:50:13,2013-01-26 00:04:58,3.0,884.0,3.4,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 22:34:38,2013-01-25 22:44:20,2.0,582.0,2.7,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-26 02:58:53,2013-01-26 03:16:08,1.0,1034.0,4.9,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-26 03:23:02,2013-01-26 03:41:34,3.0,1110.0,5.9,-73.960297,40.583408,-73.979134,40.686211,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 16:20:26,2013-01-25 16:29:57,2.0,570.0,1.6,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-26 01:33:05,2013-01-26 02:06:46,2.0,2021.0,18.6,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,Y,2013-01-25 21:13:05,2013-01-25 21:21:32,1.0,507.0,2.2,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
8B92CB499DFC80FC3422BC4A05BFA582,0983989F9D3D4A81AB44B436AAB0EBC7,CMT,1.0,N,2013-01-26 05:15:38,2013-01-26 05:29:16,1.0,818.0,2.7,-73.958878,40.582214,-73.958878,40.582214,True,,,,,,,,,,,,,
4CA0195D05D0D58E0CDB362643AB84DF,83FBF4B7721A175E9B0592EC3F98515A,CMT,1.0,Y,2013-01-25 05:00:35,2013-01-25 05:00:52,1.0,16.0,0.0,-73.961021,40.580982,-73.961021,40.580982,True,,,,,,,,,,,,,
0E315925B129AADF0640C144F2E12676,0AA8A412A51C7F1909475C84438BDA16,CMT,1.0,N,2013-01-27 21:51:37,2013-01-27 22:20:34,2.0,1736.0,16.2,-73.959763,40.57819,-73.987999,40.727215,True,,,,,,,,,,,,,
