medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_brooklyn, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
144FAAC33016FED7523040FE8E28E857,5F2F971854D506518892DD5785C24761,CMT,5.0,N,2013-02-09 10:55:22,2013-02-09 10:56:54,1.0,92.0,0.0,-74.009972,40.626469,-74.010094,40.626526,True,,,,,,,,,,,,,
FB8B300F1C70AFE25EE5D22DE429A210,366AC09107208AB5A715B93F8EA851AA,CMT,1.0,N,2013-02-10 01:46:46,2013-02-10 01:47:44,1.0,58.0,0.2,-74.010201,40.620995,-74.008789,40.619247,True,,,,,,,,,,,,,
46171ECCEEB4EA66098218B44F840823,0FE93B231B163446429B9C49772EC2FB,CMT,1.0,N,2013-02-12 21:51:51,2013-02-12 22:11:04,1.0,1152.0,5.3,-74.014793,40.626873,-73.954147,40.669868,True,,,,,,,,,,,,,
77639FDBDBB65843A5E05C8052ECB312,158BD1E59AF5AADA12BDC52DF2144E94,CMT,1.0,N,2013-02-15 14:42:30,2013-02-15 14:52:48,2.0,618.0,1.7,-74.018692,40.623444,-74.024307,40.632679,True,,,,,,,,,,,,,
9B0577A732EB4882DFB7DE28F4E1191E,25F4B6C66C3E5E8E715A2163632E5880,CMT,1.0,N,2013-02-23 01:56:57,2013-02-23 02:02:36,1.0,338.0,1.8,-74.011871,40.626312,-74.011795,40.608044,True,,,,,,,,,,,,,
531C7E8E0181DE5D3D69A6FFC6A04E4C,D03CBAF891340C0A7D75A83776D7C1D3,CMT,1.0,N,2013-02-22 21:31:11,2013-02-22 22:00:37,2.0,1765.0,6.5,-74.008141,40.619591,-73.94249,40.638401,True,,,,,,,,,,,,,
7FC307561CDB71371F54329A30D1A01F,B9E993485F691CD96C873C4337CA7AC0,CMT,1.0,N,2013-02-24 02:24:08,2013-02-24 02:31:56,1.0,467.0,2.7,-74.013756,40.62112,-73.977287,40.615086,True,,,,,,,,,,,,,
C8DF50155BF6D7C270502CB0F3B648F1,061C80368E8FA305C986FAC90805A238,VTS,1.0,,2013-02-10 02:55:00,2013-02-10 03:05:00,6.0,600.0,2.0,-74.005989,40.623146,-73.986717,40.604076,True,,,,,,,,,,,,,
BF0445196F40892C2E39501333833245,4EF12DDF1635D1BD70D76B97422B0821,CMT,1.0,N,2013-02-03 02:06:21,2013-02-03 02:08:55,1.0,153.0,0.4,-74.010262,40.620167,-74.004417,40.618469,True,,,,,,,,,,,,,
331A121299C90E1AA42F51257CE26230,1A0DB52046BAE700F4D67468FCBA3340,VTS,1.0,,2013/7/12 08:05,2013/7/12 08:28,2.0,1380.0,4.98,-74.01667,40.624573,-74.000832,40.624573,True,,,,,,,,,,,,,
199B544C7555CE744B298EF3B7D1F51E,B66F6771C03878465F052B425006D43F,VTS,1.0,,2013/7/14 01:48,2013/7/14 01:49,1.0,60.0,0.61,-74.01339,40.623901,-74.0047,40.619438,True,,,,,,,,,,,,,
A995B02955F70BC66437F41650BB9898,DFF73F4A32855075739BB1A92680D42D,VTS,1.0,,2013/7/14 03:08,2013/7/14 03:15,5.0,420.0,2.23,-74.01432,40.625473,-74.010605,40.648243,True,,,,,,,,,,,,,
F4C06176C4858D1C6AEFCC5D99F40691,1E9D7DBEC4C029EB75337DB823298FD3,VTS,5.0,,2013/7/26 00:56,2013/7/26 00:56,1.0,0.0,0.01,-74.016785,40.623089,-74.016777,40.623096,True,,,,,,,,,,,,,
ED7DC47322F3BA79FCBF3CEC7844FB1F,98C6865E568ED6B0F90F87251AC0C1BA,VTS,1.0,,2013/7/26 23:11,2013/7/26 23:15,3.0,240.0,0.82,-74.011795,40.626469,-74.008156,40.619736,True,,,,,,,,,,,,,
8F145898D2BB467A475DC9C84E17D11D,ABE3C3F7C4B792566D79F3785AA10E21,VTS,1.0,,2013/7/27 02:37,2013/7/27 02:46,1.0,540.0,2.89,-74.018059,40.616497,-73.976631,40.602524,True,,,,,,,,,,,,,
E1435C4C3AE7078C643A871842D5632D,FAB0BEA22A1DBF52AB3F328A840AAB48,CMT,1.0,N,2013/7/5 02:07,2013/7/5 02:11,1.0,228.0,0.8,-74.008461,40.622726,-74.008614,40.62262,True,,,,,,,,,,,,,
B0053FF54D4CD3D52C1F1C3730B32127,EE1B364A8DC7017C3B35D1CBC1CBE2F0,CMT,1.0,N,2013/7/13 04:26,2013/7/13 04:36,1.0,612.0,2.3,-74.015854,40.62265,-73.990257,40.605515,True,,,,,,,,,,,,,
